"","Extra_rs","Agree_rs","Cons_rs","Neur_rs","Open_rs","Extra_1","Agree_1","Cons_1","Neur_1","Open_1","Extra_2","Agree_2","Cons_2","Neur_2","Open_2","age","race","gender","income","edu","state","ideology","spending","reg_business","govrole_big","strong_gov","less_gov_better","trad_1_r","trad_2","trad_3_r","trad_4","Year","male","Open","Extra","Cons","Agree","Neur","traditionalism","Operational"
"133",6,4,7,2,5,6,4,7,1,6,2,6,1,6,3,9,1,1,22,4,"GA",4,0.5,0.25,0,0,0,2,3,4,4,2012,1,5.5,6,7,5,1.5,3.25,0.15
"134",7,3,3,2,5,6,5,6,2,6,1,6,5,6,3,5,1,1,14,2,"GA",5,0.833333333333333,0.75,1,1,1,5,4,2,5,2012,1,5.5,6.5,4.5,4.5,2,4,0.916666666666667
"135",7,3,6,6,6,7,5,6,5,5,1,6,2,2,2,5,1,2,15,4,"GA",4,0.666666666666667,0.5,1,0,0,2,2,2,1,2012,NA,5.5,7,6,4.5,5.5,1.75,0.433333333333333
"136",5,6,3,5,2,5,2,7,2,5,3,6,5,3,6,6,1,1,16,3,"GA",3,1,0.5,1,1,1,3,4,5,5,2012,1,3.5,5,5,6,3.5,4.25,0.9
"137",5,3,6,4,5,6,5,7,2,7,3,6,2,4,3,9,2,2,18,4,"GA",5,0.5,0.5,0,0,1,5,5,2,2,2012,NA,6,5.5,6.5,4.5,3,3.5,0.4
"138",3,6,6,2,5,6,2,6,3,5,5,6,2,6,3,8,5,1,22,3,"GA",NA,0.666666666666667,0.5,0,0,0,5,5,4,5,2012,1,5,4.5,6,6,2.5,4.75,0.233333333333333
"139",3,4,5,3,3,4,4,4,4,5,5,5,3,5,5,3,2,2,10,3,"IL",2,0.333333333333333,0.5,1,0,0,1,5,1,1,2012,NA,4,3.5,4.5,4.5,3.5,2,0.366666666666667
"140",7,6,7,2,6,7,2,6,1,5,1,7,1,6,2,4,6,2,14,3,"IL",4,0.333333333333333,0,NA,0,1,4,3,2,2,2012,NA,5.5,7,6.5,6.5,1.5,2.75,0.333333333333333
"141",3,4,7,2,7,6,4,7,3,6,5,6,1,6,1,5,2,2,6,4,"IL",2,0,0.75,0,1,0,2,5,1,3,2012,NA,6.5,4.5,7,5,2.5,2.75,0.35
"142",4,4,3,2,4,4,4,6,4,4,4,4,5,6,4,7,5,1,15,1,"IL",4,0.333333333333333,0.5,0,0,0,1,5,2,1,2012,1,4,4,4.5,4,3,2.25,0.166666666666667
"143",2,6,5,3,5,5,2,6,3,5,6,6,3,5,3,4,1,2,14,3,"IL",4,0.666666666666667,0.5,1,0,0,5,5,5,5,2012,NA,5,3.5,5.5,6,3,5,0.433333333333333
"144",2,5,3,1,5,5,3,5,1,4,6,7,5,7,3,4,1,2,13,4,"IL",6,0.666666666666667,0.5,1,1,1,4,4,2,2,2012,NA,4.5,3.5,4,6,1,3,0.833333333333333
"145",4,5,5,5,4,3,3,3,5,5,4,4,3,3,4,9,1,2,1,1,"IL",4,0.5,0.5,0,0,0,1,4,2,5,2012,NA,4.5,3.5,4,4.5,5,3,0.2
"146",4,4,4,5,2,4,4,4,5,4,4,3,4,3,6,10,1,1,3,2,"IL",5,0,0.75,1,1,0,5,1,2,2,2012,1,3,4,4,3.5,5,2.5,0.55
"147",4,4,6,4,2,5,4,6,5,4,4,6,2,4,6,10,1,2,NA,1,"IL",6,0.333333333333333,0.75,0,0,0,4,4,2,4,2012,NA,3,4.5,6,5,4.5,3.5,0.216666666666667
"148",3,2,7,6,6,3,6,7,6,2,5,7,1,2,2,8,1,2,7,3,"IL",1,0.333333333333333,0.5,0,0,1,5,1,1,4,2012,NA,4,3,7,4.5,6,2.75,0.366666666666667
"149",2,2,6,2,3,6,6,7,6,5,6,6,2,6,5,12,1,1,19,3,"IL",4,0.666666666666667,0.5,1,1,1,2,5,3,5,2012,1,4,4,6.5,4,4,3.75,0.833333333333333
"150",2,2,4,1,4,7,6,7,4,6,6,6,4,7,4,6,1,2,11,1,"IL",4,0.333333333333333,0.5,0,1,0,5,2,3,5,2012,NA,5,4.5,5.5,4,2.5,3.75,0.366666666666667
"151",3,4,7,1,6,6,4,7,4,6,5,6,1,7,2,4,1,2,21,2,"IL",NA,0.5,0.5,0,0,0,4,3,1,5,2012,NA,6,4.5,7,5,2.5,3.25,0.2
"152",6,2,2,6,6,7,6,7,6,7,2,6,6,2,2,12,1,2,NA,2,"IL",4,0.5,0.5,1,1,1,5,5,2,5,2012,NA,6.5,6.5,4.5,4,6,4.25,0.8
"153",4,4,7,5,4,5,4,7,7,7,4,7,1,3,4,7,5,2,3,1,"IL",6,0,NA,0,0,0,5,5,5,5,2012,NA,5.5,4.5,7,5.5,6,5,0
"154",6,2,2,3,7,5,6,6,5,7,2,6,6,5,1,4,1,1,20,3,"IL",4,0.833333333333333,0.5,1,0,0,4,3,4,5,2012,1,7,5.5,4,4,4,4,0.466666666666667
"155",1,4,7,2,4,3,4,6,4,4,7,6,1,6,4,11,1,2,12,4,"IL",6,1,1,1,1,1,5,5,5,5,2012,NA,4,2,6.5,5,3,5,1
"156",3,3,1,2,2,6,5,3,5,6,5,7,7,6,6,2,6,2,3,2,"IL",NA,0,0.5,0,1,0,1,4,1,3,2012,NA,4,4.5,2,5,3.5,2.25,0.3
"157",5,6,7,1,6,5,2,6,2,6,3,5,1,7,2,5,1,1,26,4,"IL",3,1,0.75,1,1,1,2,5,2,5,2012,1,6,5,6.5,5.5,1.5,3.5,0.95
"158",6,2,3,6,6,5,6,5,7,5,2,2,5,2,2,6,1,1,25,2,"IL",2,0.333333333333333,0.25,0,0,0,2,3,1,3,2012,1,5.5,5.5,4,2,6.5,2.25,0.116666666666667
"159",1,4,4,3,4,3,4,5,4,5,7,6,4,5,4,1,6,1,11,1,"IL",NA,0.833333333333333,0.75,NA,NA,1,1,2,2,3,2012,1,4.5,2,4.5,5,3.5,2,0.861111111111111
"160",6,6,4,2,4,5,2,6,1,6,2,6,4,6,4,13,1,1,11,4,"IL",6,0.666666666666667,0.5,1,0,1,5,5,2,5,2012,1,5,5.5,5,6,1.5,4.25,0.633333333333333
"161",5,5,5,4,3,4,3,6,5,5,3,3,3,4,5,NA,1,1,28,4,"IN",4,0.833333333333333,0.5,1,0,1,1,2,2,2,2012,1,4,4.5,5.5,4,4.5,1.75,0.666666666666667
"162",3,4,6,3,6,5,4,6,4,6,5,6,2,5,2,12,1,2,12,4,"IN",6,0.833333333333333,0.75,1,1,1,2,4,2,4,2012,NA,6,4,6,5,3.5,3,0.916666666666667
"163",6,7,6,1,6,6,1,6,2,7,2,6,2,7,2,9,1,1,28,5,"IN",5,0.666666666666667,0.5,1,1,1,4,4,4,5,2012,1,6.5,6,6,6.5,1.5,4.25,0.833333333333333
"164",6,3,4,3,2,5,5,5,3,6,2,6,4,5,6,9,1,2,27,3,"IN",5,0.333333333333333,0.5,0,1,1,4,4,2,4,2012,NA,4,5.5,4.5,4.5,3,3.5,0.566666666666667
"165",4,4,7,2,4,4,4,4,4,4,4,6,1,6,4,10,1,1,NA,3,"IN",NA,NA,0.5,1,1,1,2,4,1,5,2012,1,4,4,5.5,5,3,3,0.875
"166",5,6,7,2,6,6,2,7,3,7,3,6,1,6,2,2,1,1,25,3,"IN",2,0.5,0.75,0,0,1,2,1,1,3,2012,1,6.5,5.5,7,6,2.5,1.75,0.45
"167",4,6,2,3,3,5,2,7,7,6,4,6,6,5,5,1,1,2,12,2,"IN",3,0.333333333333333,0.75,1,1,0,2,3,4,4,2012,NA,4.5,4.5,4.5,6,5,3.25,0.616666666666667
"168",1,3,5,3,5,5,5,7,4,7,7,5,3,5,3,8,1,2,20,4,"IN",4,0.5,0.5,1,1,1,2,1,2,2,2012,NA,6,3,6,4,3.5,1.75,0.8
"169",3,5,4,3,5,6,3,7,1,5,5,5,4,5,3,13,1,1,11,4,"IN",3,0.333333333333333,0.5,1,0,1,2,4,4,4,2012,1,5,4.5,5.5,5,2,3.5,0.566666666666667
"170",6,6,6,2,5,6,2,6,4,6,2,6,2,6,3,9,1,1,NA,4,"IN",6,0.5,0.5,0,0,0,2,2,2,3,2012,1,5.5,6,6,6,3,2.25,0.2
"171",2,6,3,2,4,2,2,6,7,6,6,5,5,6,4,1,6,1,NA,2,"IN",NA,0.666666666666667,0.75,0,0,0,2,3,3,3,2012,1,5,2,4.5,5.5,4.5,2.75,0.283333333333333
"172",3,4,3,2,6,4,4,7,5,6,5,6,5,6,2,8,1,2,23,3,"IA",6,0.833333333333333,0.75,1,1,1,4,4,2,5,2012,NA,6,3.5,5,5,3.5,3.75,0.916666666666667
"173",2,7,5,2,5,4,1,6,2,5,6,5,3,6,3,8,1,1,23,2,"IA",NA,1,0.5,1,1,1,4,3,2,4,2012,1,5,3,5.5,6,2,3.25,0.9
"174",5,6,5,2,5,6,2,7,2,6,3,7,3,6,3,9,1,1,1,4,"IA",2,0.833333333333333,0.5,0,0,0,5,4,4,4,2012,1,5.5,5.5,6,6.5,2,4.25,0.266666666666667
"175",4,4,6,3,4,4,4,5,4,4,4,6,2,5,4,11,1,1,NA,2,"IA",NA,NA,0.5,0,0,0,3,4,2,3,2012,1,4,4,5.5,5,3.5,3,0.125
"176",2,2,2,3,3,5,6,6,5,5,6,6,6,5,5,8,1,1,22,4,"IA",6,0.666666666666667,0.75,1,1,1,5,5,5,4,2012,1,4,3.5,4,4,4,4.75,0.883333333333333
"177",1,3,7,1,7,7,5,7,5,7,7,7,1,7,1,6,1,2,27,2,"IA",NA,1,0.75,0,0,0,1,3,1,4,2012,NA,7,4,7,5,3,2.25,0.35
"178",4,4,4,4,5,5,4,4,4,3,4,5,4,4,3,10,1,2,9,2,"IA",3,0.166666666666667,0.75,0,0,0,2,3,1,1,2012,NA,4,4.5,4,4.5,4,1.75,0.183333333333333
"179",6,4,3,3,4,7,4,7,5,6,2,5,5,5,4,7,1,2,21,3,"IA",4,0.5,0.5,1,0,1,4,4,3,5,2012,NA,5,6.5,5,4.5,4,4,0.6
"180",7,4,4,4,4,4,4,5,2,7,1,4,4,4,4,4,1,2,13,4,"IA",4,0.333333333333333,0.75,1,1,0,4,5,1,3,2012,NA,5.5,5.5,4.5,4,3,3.25,0.616666666666667
"181",2,5,3,2,5,4,3,6,4,7,6,5,5,6,3,4,1,1,17,3,"IA",NA,NA,0.5,0,0,1,2,4,1,3,2012,1,6,3,4.5,5,3,2.5,0.375
"182",2,4,3,4,4,4,4,6,6,4,6,6,5,4,4,9,1,1,10,2,"IA",NA,0.666666666666667,1,1,1,0,2,4,1,4,2012,1,4,3,4.5,5,5,2.75,0.733333333333333
"183",2,4,6,2,3,6,4,7,5,7,6,6,2,6,5,5,1,1,21,3,"IA",NA,NA,0.5,0,0,0,2,3,2,4,2012,1,5,4,6.5,5,3.5,2.75,0.125
"184",3,7,7,5,5,3,1,6,3,6,5,7,1,3,3,3,5,2,4,1,"KY",NA,NA,0.5,0,0,1,2,5,4,4,2012,NA,5.5,3,6.5,7,4,3.75,0.375
"185",2,4,4,3,4,5,4,5,3,6,6,5,4,5,4,2,1,1,2,3,"KY",NA,NA,0.5,0,1,0,4,4,2,4,2012,1,5,3.5,4.5,4.5,3,3.5,0.375
"186",2,4,6,2,6,6,4,6,4,6,6,5,2,6,2,5,2,2,15,3,"KY",NA,0.166666666666667,0.75,1,0,0,2,3,2,3,2012,NA,6,4,6,4.5,3,2.5,0.383333333333333
"187",3,4,6,2,5,2,4,6,3,6,5,5,2,6,3,8,1,1,19,5,"KY",NA,0.5,0.5,0,0,0,2,2,2,3,2012,1,5.5,2.5,6,4.5,2.5,2.25,0.2
"188",2,3,6,1,3,7,5,7,3,6,6,7,2,7,5,2,1,2,3,4,"KY",5,0.666666666666667,0.5,1,1,1,2,2,2,4,2012,NA,4.5,4.5,6.5,5,2,2.5,0.833333333333333
"189",1,7,4,1,7,5,1,7,1,3,7,5,4,7,1,8,5,2,NA,3,"KY",1,0.333333333333333,0,0,1,0,2,5,5,1,2012,NA,5,3,5.5,6,1,3.25,0.266666666666667
"190",3,4,3,4,4,4,4,5,5,5,5,4,5,4,4,2,2,2,1,1,"KY",NA,0.333333333333333,0.5,0,0,0,1,3,1,4,2012,NA,4.5,3.5,4,4,4.5,2.25,0.166666666666667
"191",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,1,2,4,3,"KY",NA,NA,0.75,0,0,0,4,3,2,3,2012,NA,4,4,4,4,4,3,0.1875
"192",4,4,2,2,3,4,4,4,4,4,4,4,6,6,5,6,1,1,1,2,"KY",NA,NA,0.5,0,0,0,1,4,2,4,2012,1,3.5,4,3,4,3,2.75,0.125
"193",7,7,6,1,7,6,1,7,2,6,1,7,2,7,1,2,1,2,3,3,"LA",1,0,0.5,0,0,0,1,4,1,1,2012,NA,6.5,6.5,6.5,7,1.5,1.75,0.1
"194",4,1,6,5,5,7,7,5,7,7,4,1,2,3,3,3,1,1,1,4,"LA",4,1,0.75,1,1,1,4,1,1,2,2012,1,6,5.5,5.5,1,6,2,0.95
"195",5,6,3,5,6,6,2,5,3,6,3,6,5,3,2,2,1,1,1,3,"LA",3,0.666666666666667,0.5,0,0,0,4,2,2,4,2012,1,6,5.5,4,6,4,3,0.233333333333333
"196",3,7,3,2,5,5,1,6,2,5,5,6,5,6,3,3,1,1,7,5,"LA",5,0.833333333333333,0.5,1,0,1,5,4,2,5,2012,1,5,4,4.5,6.5,2,4,0.666666666666667
"197",2,6,5,1,7,2,2,6,5,7,6,6,3,7,1,4,1,1,9,5,"LA",3,0.333333333333333,0.25,0,0,0,1,1,3,4,2012,1,7,2,5.5,6,3,2.25,0.116666666666667
"198",5,3,5,5,6,3,5,3,3,3,3,3,3,3,2,5,1,2,19,5,"LA",5,1,0.5,1,1,1,5,4,4,5,2012,NA,4.5,4,4,3,4,4.5,0.9
"199",3,5,3,3,6,6,3,7,5,7,5,6,5,5,2,4,1,1,8,4,"LA",4,0.333333333333333,0.25,1,0,1,1,2,1,5,2012,1,6.5,4.5,5,5.5,4,2.25,0.516666666666667
"200",3,5,3,2,3,6,3,5,4,5,5,4,5,6,5,5,3,1,20,4,"MD",NA,NA,0,0,1,0,4,5,1,4,2012,1,4,4.5,4,4.5,3,3.5,0.25
"201",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,6,2,NA,1,"MD",NA,0,1,0,NA,NA,2,3,1,5,2012,NA,4,4,4,4,4,2.75,0.333333333333333
"202",2,7,4,4,6,5,1,2,4,5,6,4,4,4,2,9,2,1,1,2,"MD",NA,1,0.75,0,0,0,1,5,2,5,2012,1,5.5,3.5,3,5.5,4,3.25,0.35
"203",6,4,4,2,4,4,4,6,4,4,2,6,4,6,4,8,1,2,17,3,"MD",4,0.666666666666667,0.5,0,0,0,5,2,3,5,2012,NA,4,5,5,5,3,3.75,0.233333333333333
"204",2,4,6,2,4,6,4,7,3,5,6,5,2,6,4,4,1,1,26,5,"MD",5,0.666666666666667,0.5,1,1,1,2,1,4,1,2012,1,4.5,4,6.5,4.5,2.5,2,0.833333333333333
"205",3,6,6,2,3,5,2,6,1,7,5,5,2,6,5,12,1,1,22,5,"MD",6,NA,0.5,1,1,1,4,4,4,5,2012,1,5,4,6,5.5,1.5,4.25,0.875
"206",7,6,5,2,3,6,2,6,4,6,1,6,3,6,5,6,1,2,17,3,"MD",3,0.333333333333333,0.5,1,0,0,4,4,2,4,2012,NA,4.5,6.5,5.5,6,3,3.5,0.366666666666667
"207",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,1,2,9,2,"MD",4,0.5,0.5,1,1,1,3,3,3,3,2012,NA,4,4,4,4,4,3,0.8
"208",2,6,5,2,5,6,2,6,2,6,6,6,3,6,3,9,1,1,1,3,"MD",3,0.5,0.5,1,1,0,3,4,2,4,2012,1,5.5,4,5.5,6,2,3.25,0.6
"209",1,2,3,2,3,6,6,6,6,5,7,6,5,6,5,9,1,2,22,2,"MD",NA,0.666666666666667,0.25,0,0,0,4,4,1,4,2012,NA,4,3.5,4.5,4,4,3.25,0.183333333333333
"210",1,7,7,2,6,5,1,7,2,6,7,7,1,6,2,6,1,2,23,5,"MD",5,0.666666666666667,0.5,1,1,1,4,2,2,4,2012,NA,6,3,7,7,2,3,0.833333333333333
"211",5,7,6,1,7,6,1,7,4,5,3,7,2,7,1,8,1,2,22,3,"MD",NA,0.5,0.25,0,NA,1,3,5,2,5,2012,NA,6,5.5,6.5,7,2.5,3.75,0.4375
"212",2,5,6,2,6,5,3,6,4,5,6,6,2,6,2,10,6,1,NA,3,"MD",2,0.5,0.5,0,0,0,4,4,2,4,2012,1,5.5,3.5,6,5.5,3,3.5,0.2
"213",2,3,5,5,2,5,5,7,3,4,6,5,3,3,6,13,1,2,1,2,"MD",5,NA,0.5,0,0,0,2,4,2,4,2012,NA,3,3.5,6,4,4,3,0.125
"214",3,7,6,2,6,3,1,6,1,7,5,5,2,6,2,7,1,2,25,4,"MA",2,0.333333333333333,0.5,0,0,1,5,1,5,2,2012,NA,6.5,3,6,6,1.5,3.25,0.366666666666667
"215",5,6,4,4,5,5,2,6,3,6,3,6,4,4,3,6,1,1,20,4,"MA",5,0.666666666666667,0.75,1,1,1,4,2,2,4,2012,1,5.5,5,5,6,3.5,3,0.883333333333333
"216",4,6,5,2,6,6,2,5,3,6,4,6,3,6,2,NA,1,1,25,3,"MA",4,0.5,0.5,0,0,1,4,2,2,4,2012,1,6,5,5,6,2.5,3,0.4
"217",1,7,7,2,3,6,1,7,1,6,7,6,1,6,5,8,1,2,NA,1,"MA",NA,0.666666666666667,0.5,1,1,0,5,5,1,5,2012,NA,4.5,3.5,7,6.5,1.5,4,0.633333333333333
"218",5,2,7,4,3,5,6,7,5,4,3,3,1,4,5,6,1,1,18,4,"MA",5,0.833333333333333,0.5,1,1,1,4,3,2,5,2012,1,3.5,5,7,2.5,4.5,3.5,0.866666666666667
"219",6,6,7,2,7,7,2,7,2,5,2,7,1,6,1,8,1,2,27,4,"MA",NA,0.666666666666667,0.5,0,0,0,2,2,2,4,2012,NA,6,6.5,7,6.5,2,2.5,0.233333333333333
"220",3,2,2,3,5,6,6,6,6,5,5,5,6,5,3,7,1,1,11,2,"MA",4,0.5,0.5,0,0,0,4,2,1,4,2012,1,5,4.5,4,3.5,4.5,2.75,0.2
"221",6,6,6,4,6,3,2,6,2,5,2,2,2,4,2,10,1,1,5,2,"MA",1,0.666666666666667,0.5,1,0,1,4,2,2,4,2012,1,5.5,4.5,6,4,3,3,0.633333333333333
"222",2,5,6,2,6,4,3,6,2,6,6,6,2,6,2,10,1,1,2,2,"MA",4,NA,0.5,0,1,0,2,2,4,4,2012,1,6,3,6,5.5,2,3,0.375
"223",4,4,7,2,7,6,4,7,2,7,4,6,1,6,1,7,1,1,26,5,"MA",5,0.833333333333333,0.75,1,1,1,3,1,1,1,2012,1,7,5,7,5,2,1.5,0.916666666666667
"224",3,4,7,3,6,4,4,7,5,6,5,6,1,5,2,8,3,1,23,5,"MA",5,0.5,0.25,1,1,1,3,3,4,5,2012,1,6,3.5,7,5,4,3.75,0.75
"225",2,5,4,6,1,3,3,7,4,7,6,7,4,2,7,7,1,2,11,1,"MA",NA,0.333333333333333,0.25,0,0,0,1,3,2,4,2012,NA,4,2.5,5.5,6,5,2.5,0.116666666666667
"226",4,7,6,3,7,5,1,6,5,6,4,6,2,5,1,10,1,1,19,4,"MA",6,1,0.5,1,1,1,5,4,2,5,2012,1,6.5,4.5,6,6.5,4,4,0.9
"227",3,4,6,3,6,4,4,6,3,6,5,4,2,5,2,10,1,1,24,4,"MA",2,0.833333333333333,0.75,1,0,1,1,1,1,1,2012,1,6,3.5,6,4,3,1,0.716666666666667
"228",5,5,7,2,5,6,3,6,1,5,3,5,1,6,3,9,1,2,14,3,"MA",NA,0.5,0.5,0,0,0,2,4,3,4,2012,NA,5,5.5,6.5,5,1.5,3.25,0.2
"229",7,2,7,7,7,4,6,7,7,3,1,6,1,1,1,9,1,1,19,1,"MA",2,0.166666666666667,0.25,0,0,0,5,4,2,5,2012,1,5,5.5,7,4,7,4,0.0833333333333333
"230",4,5,7,3,4,4,3,6,4,1,4,6,1,5,4,10,1,1,18,1,"MA",2,0.5,0.75,0,0,1,5,5,3,5,2012,1,2.5,4,6.5,5.5,3.5,4.5,0.45
"231",6,3,2,2,3,6,5,6,5,6,2,7,6,6,5,1,1,2,22,3,"MA",3,0.333333333333333,0.5,0,0,0,2,4,2,3,2012,NA,4.5,6,4,5,3.5,2.75,0.166666666666667
"232",5,5,4,3,4,4,3,5,3,6,3,4,4,5,4,6,1,1,11,3,"MI",4,0.666666666666667,0.5,1,0,0,2,2,2,3,2012,1,5,4.5,4.5,4.5,3,2.25,0.433333333333333
"233",7,2,2,2,2,6,6,6,1,6,1,6,6,6,6,9,1,2,17,3,"MI",5,0.5,0,1,0,0,2,4,1,5,2012,NA,4,6.5,4,4,1.5,3,0.3
"234",2,2,3,2,4,6,6,6,4,4,6,6,5,6,4,5,1,2,3,2,"MI",NA,NA,0.75,1,0,0,2,3,2,4,2012,NA,4,4,4.5,4,3,2.75,0.4375
"235",1,3,3,4,1,4,5,7,7,5,7,7,5,4,7,10,1,2,1,2,"MI",NA,NA,0.25,0,0,0,1,5,1,1,2012,NA,3,2.5,5,5,5.5,2,0.0625
"236",7,6,7,1,7,6,2,7,1,6,1,6,1,7,1,11,1,2,13,5,"MI",4,0.333333333333333,0.5,1,0,1,4,5,4,5,2012,NA,6.5,6.5,7,6,1,4.5,0.566666666666667
"237",3,2,1,5,4,4,6,4,7,4,5,6,7,3,4,8,1,2,3,1,"MI",NA,0,0.75,1,1,1,3,3,2,5,2012,NA,4,3.5,2.5,4,6,3.25,0.75
"238",2,2,7,2,6,7,6,7,6,6,6,7,1,6,2,6,1,1,14,3,"MI",2,0.166666666666667,0.25,0,0,0,1,1,1,1,2012,1,6,4.5,7,4.5,4,1,0.0833333333333333
"239",2,7,6,4,5,4,1,7,5,4,6,6,2,4,3,7,1,2,16,3,"MI",4,0.666666666666667,0.75,1,1,1,5,4,4,5,2012,NA,4.5,3,6.5,6.5,4.5,4.5,0.883333333333333
"240",5,4,6,3,6,6,4,7,5,6,3,7,2,5,2,6,1,2,19,4,"MO",6,0.833333333333333,0.5,1,1,1,5,4,4,4,2012,NA,6,5.5,6.5,5.5,4,4.25,0.866666666666667
"241",5,4,5,4,5,4,4,7,5,4,3,6,3,4,3,12,1,2,NA,3,"MO",4,0.333333333333333,0.5,0,0,0,2,3,3,4,2012,NA,4.5,4.5,6,5,4.5,3,0.166666666666667
"242",3,6,6,2,4,5,2,6,3,6,5,6,2,6,4,13,1,1,23,4,"MO",2,0.166666666666667,0,0,0,0,4,1,1,4,2012,1,5,4,6,6,2.5,2.5,0.0333333333333333
"243",4,6,7,1,7,6,2,7,1,7,4,5,1,7,1,11,1,1,18,5,"MO",2,0.166666666666667,0.25,0,0,0,2,1,2,2,2012,1,7,5,7,5.5,1,1.75,0.0833333333333333
"244",2,6,6,6,2,5,2,6,5,7,6,7,2,2,6,13,1,2,24,4,"MO",2,0.333333333333333,0.5,0,0,NA,2,5,2,4,2012,NA,4.5,3.5,6,6.5,5.5,3.25,0.208333333333333
"245",6,6,6,2,6,6,2,6,2,5,2,7,2,6,2,10,1,2,21,4,"MO",6,0.666666666666667,0.5,1,0,1,5,5,4,5,2012,NA,5.5,6,6,6.5,2,4.75,0.633333333333333
"246",2,4,7,5,5,6,4,6,6,6,6,4,1,3,3,13,1,2,2,4,"MO",3,0.833333333333333,0.75,1,1,NA,2,3,2,5,2012,NA,5.5,4,6.5,4,5.5,3,0.895833333333333
"247",2,5,3,6,5,6,3,6,1,1,6,6,5,2,3,2,5,2,4,3,"MO",4,0.166666666666667,0.5,0,0,1,1,5,1,2,2012,NA,3,4,4.5,5.5,3.5,2.25,0.333333333333333
"248",3,7,7,2,5,4,1,2,2,3,5,6,1,6,3,7,1,2,17,3,"MO",4,0.333333333333333,0.5,0,0,0,3,3,1,4,2012,NA,4,3.5,4.5,6.5,2,2.75,0.166666666666667
"249",2,7,7,2,4,6,1,7,1,4,6,5,1,6,4,13,1,2,NA,4,"MO",4,NA,0.5,0,0,1,5,4,3,3,2012,NA,4,4,7,6,1.5,3.75,0.375
"250",3,2,3,1,4,1,6,3,3,6,5,6,5,7,4,1,1,1,15,1,"MO",3,0.666666666666667,0.5,1,0,0,4,5,4,5,2012,1,5,2,3,4,2,4.5,0.433333333333333
"251",6,3,3,4,6,7,5,5,4,5,2,4,5,4,2,6,1,1,16,2,"MT",4,0.5,0.5,0,0,1,2,1,1,4,2012,1,5.5,6.5,4,3.5,4,2,0.4
"252",5,3,2,3,6,3,5,2,5,6,3,6,6,5,2,2,5,1,5,3,"MT",2,0.333333333333333,0.25,0,0,0,1,4,1,1,2012,1,6,4,2,4.5,4,1.75,0.116666666666667
"253",4,6,6,4,6,4,2,6,6,5,4,5,2,4,2,8,1,2,17,2,"MT",5,0.666666666666667,0.5,1,0,1,4,4,4,4,2012,NA,5.5,4,6,5.5,5,4,0.633333333333333
"254",2,6,7,5,3,6,2,6,2,5,6,7,1,3,5,9,1,2,5,1,"MT",NA,0.833333333333333,0.75,1,1,1,5,1,4,5,2012,NA,4,4,6.5,6.5,3.5,3.75,0.916666666666667
"255",2,7,3,3,6,4,1,5,4,6,6,6,5,5,2,9,1,1,6,4,"MT",2,0.333333333333333,0.5,0,0,0,2,1,1,4,2012,1,6,3,4,6.5,3.5,2,0.166666666666667
"256",7,7,7,2,3,5,1,6,1,6,1,5,1,6,5,7,1,1,12,3,"MT",4,0.333333333333333,0.5,0,0,1,2,2,2,3,2012,1,4.5,6,6.5,6,1.5,2.25,0.366666666666667
"257",3,5,5,3,5,6,3,3,2,6,5,4,3,5,3,11,1,1,23,5,"MT",2,0.5,0.5,0,0,0,2,2,1,4,2012,1,5.5,4.5,4,4.5,2.5,2.25,0.2
"258",6,5,7,2,6,6,3,6,1,6,2,3,1,6,2,12,6,1,NA,3,"MT",4,1,0.25,1,0,1,3,4,4,3,2012,1,6,6,6.5,4,1.5,3.5,0.65
"259",6,4,5,2,6,7,4,6,4,6,2,7,3,6,2,4,1,1,15,3,"MT",4,0.5,0.5,0,0,0,5,2,4,3,2012,1,6,6.5,5.5,5.5,3,3.5,0.2
"260",2,7,7,1,7,6,1,7,1,7,6,7,1,7,1,5,1,2,11,4,"MT",5,0.666666666666667,0.75,1,1,1,4,4,4,5,2012,NA,7,4,7,7,1,4.25,0.883333333333333
"261",5,5,5,4,5,4,3,5,4,4,3,5,3,4,3,10,1,2,20,3,"MT",4,0.333333333333333,0.25,1,0,0,4,2,2,4,2012,NA,4.5,4.5,5,5,4,3,0.316666666666667
"262",6,4,7,2,6,6,4,6,3,5,2,6,1,6,2,10,1,1,21,4,"NJ",6,0.833333333333333,0.75,1,1,1,4,4,2,5,2012,1,5.5,6,6.5,5,2.5,3.75,0.916666666666667
"263",3,5,5,5,3,6,3,5,6,5,5,5,3,3,5,8,1,2,19,2,"NJ",4,0.5,0.5,0,0,1,2,4,2,5,2012,NA,4,4.5,5,5,5.5,3.25,0.4
"264",5,4,6,3,5,4,4,5,3,5,3,4,2,5,3,8,1,1,26,3,"NJ",4,0.666666666666667,0.5,0,0,1,4,2,3,3,2012,1,5,4.5,5.5,4,3,3,0.433333333333333
"265",2,3,6,2,6,6,5,6,5,6,6,7,2,6,2,7,1,2,13,2,"NJ",6,0.5,0.25,0,0,0,5,2,2,5,2012,NA,6,4,6,5,3.5,3.5,0.15
"266",5,4,6,4,4,3,4,5,4,4,3,4,2,4,4,9,1,2,16,2,"NJ",4,0.666666666666667,0.5,0,0,1,4,2,2,4,2012,NA,4,4,5.5,4,4,3,0.433333333333333
